date,order_id,product,category,price,cost_price,quantity,discount_pct,total_sales,profit,region,sales_channel,payment_method,customer_type,is_weekend
2024-05-26,73d70e79,F,Clothing,96.65,70.09,7,0.0,676.55,185.92,East,Retail,Cash,Returning,1
2024-07-03,a9339d8d,C,Furniture,1486.19,1106.05,3,10.0,4012.71,694.56,East,Online,Card,New,0
2024-09-17,87129593,F,Clothing,151.98,93.22,4,10.0,547.13,174.25,South,Online,NetBanking,Returning,0
2024-02-13,9e21948d,E,Clothing,378.65,250.4,7,10.0,2385.49,632.69,South,Distributor,Cash,Returning,0
2024-09-26,281b0658,D,Furniture,1296.21,861.13,8,15.0,8814.23,1925.19,South,Online,Card,New,0
2024-10-27,d864331d,C,Furniture,694.23,501.3,2,10.0,1249.61,247.01,South,Distributor,Card,Returning,1
2024-01-16,aecb74e6,G,Electronics,522.91,336.89,8,0.0,4183.28,1488.16,West,Online,Cash,New,0
2024-08-25,4eebb639,E,Clothing,162.78,109.41,2,5.0,309.28,90.46,North,Distributor,Card,Returning,1
2024-10-06,60e2b381,A,Electronics,633.99,349.78,4,5.0,2409.16,1010.04,West,Distributor,Cash,New,1
2024-12-11,4fec625b,D,Furniture,830.11,539.56,7,0.0,5810.77,2033.85,West,Retail,Cash,Returning,0
2024-09-04,be64a42c,C,Furniture,608.69,403.48,8,10.0,4382.57,1154.73,North,Distributor,Card,Returning,0
2024-04-02,fa2d7ccc,G,Electronics,568.0,423.5,6,5.0,3237.6,696.6,East,Online,Card,Returning,0
2024-07-02,0a462c71,G,Electronics,690.05,496.65,3,,1966.64,476.69,West,Distributor,Card,Returning,0
2024-10-02,8f993649,G,Electronics,745.47,469.97,10,15.0,6336.49,1636.79,West,Distributor,NetBanking,Returning,0
2024-05-18,16954208,F,Clothing,218.07,129.49,9,5.0,1864.5,699.09,East,Distributor,NetBanking,Returning,1
2024-03-12,79738221,A,Electronics,528.93,368.54,5,0.0,2644.65,801.95,West,Online,Card,Returning,0
2024-05-04,9eea7667,E,Clothing,345.02,201.34,8,10.0,2484.14,873.42,South,Distributor,NetBanking,Returning,1
2024-03-09,32a7dd0e,F,Clothing,113.23,80.87,9,0.0,1019.07,291.24,South,Online,Card,Returning,1
2024-08-20,b151ddd1,G,Electronics,661.91,413.11,2,15.0,1125.25,299.03,North,Distributor,Card,Returning,0
2024-11-29,eff40db6,E,Clothing,346.3,230.29,7,0.0,2424.1,812.07,North,Retail,NetBanking,New,0
2024-07-30,cee12107,A,Electronics,617.8,428.23,4,0.0,2471.2,758.28,West,Retail,Card,Returning,0
2024-09-11,b238c372,G,Electronics,458.37,255.79,3,0.0,1375.11,607.74,South,Distributor,NetBanking,Returning,0
2024-11-10,88768319,G,Electronics,892.58,596.46,10,10.0,8033.22,2068.62,West,Retail,Cash,New,1
2024-02-16,63e267c1,A,Electronics,796.86,455.24,5,5.0,3785.09,1508.89,West,Distributor,NetBanking,Returning,0
2024-06-16,7752f797,B,Electronics,318.67,186.48,10,5.0,3027.37,1162.57,North,Distributor,NetBanking,Returning,1
2024-01-23,3805441f,E,Clothing,177.76,110.81,10,5.0,1688.72,580.62,North,Online,Cash,New,0
2024-11-24,d577d339,E,Clothing,262.08,152.75,7,15.0,1559.38,490.13,West,Distributor,NetBanking,Returning,1
2024-01-27,942b19eb,E,Clothing,177.54,99.22,6,10.0,958.72,363.4,West,Distributor,Cash,Returning,1
2024-01-02,3af1cfa2,C,Furniture,1350.27,790.35,2,5.0,2565.51,984.81,East,Online,Cash,New,0
2024-11-17,6d64dac2,E,Clothing,253.72,182.84,9,10.0,2055.13,409.57,East,Retail,NetBanking,New,1
2024-10-20,145dd0ed,B,Electronics,553.49,398.85,2,15.0,940.93,143.23,West,Retail,UPI,Returning,1
2024-06-27,d79b6af7,G,Electronics,500.57,364.17,3,15.0,1276.45,183.94,East,Retail,NetBanking,Returning,0
2024-08-18,b15d457d,G,Electronics,697.42,401.78,4,15.0,2371.23,764.11,South,Online,UPI,New,1
2024-06-25,669b37f7,B,Electronics,250.37,177.2,5,5.0,1189.26,303.26,South,Retail,Card,New,0
2024-10-09,36ad52cf,E,Clothing,267.81,180.04,3,15.0,682.92,142.8,West,Retail,NetBanking,Returning,0
2024-03-03,b3838d0c,C,Furniture,983.87,682.81,6,0.0,5903.22,1806.36,North,Distributor,UPI,Returning,1
2024-02-20,48797ed6,B,Electronics,295.94,215.07,3,0.0,887.82,242.61,South,Distributor,Card,New,0
2024-09-19,c198f535,B,Electronics,486.02,294.27,2,15.0,826.23,237.69,East,Online,NetBanking,New,0
2024-01-31,d753389a,G,Electronics,597.11,393.64,3,0.0,1791.33,610.41,West,Distributor,Cash,Returning,0
2024-08-16,824dca5d,E,Clothing,161.44,96.18,3,15.0,411.67,123.13,West,Online,Cash,Returning,0
2024-03-09,6bd987ba,B,Electronics,340.12,194.69,8,15.0,2312.82,755.3,South,Retail,Cash,New,1
2024-11-04,89c21a9a,E,Clothing,253.04,167.89,9,0.0,2277.36,766.35,West,Online,UPI,New,0
2024-10-31,802a5ef3,E,Clothing,321.53,202.2,7,0.0,2250.71,835.31,West,Online,UPI,New,0
2024-04-17,fbc18d8b,A,Electronics,498.31,331.8,7,15.0,2964.94,642.34,East,Retail,Cash,New,0
2024-08-11,c21604cd,D,Furniture,1098.16,638.14,3,5.0,3129.76,1215.34,East,Retail,Card,Returning,1
2024-12-21,425f12f5,B,Electronics,315.34,200.55,2,,599.15,198.05,West,Retail,Cash,Returning,1
2024-11-30,60b63813,G,Electronics,720.49,488.96,4,5.0,2737.86,782.02,West,Online,UPI,Returning,1
2024-08-25,dd6c2995,A,Electronics,445.33,257.45,4,10.0,1603.19,573.39,South,Online,UPI,New,1
2024-05-02,9a09e8a0,D,Furniture,859.84,561.5,9,5.0,7351.63,2298.13,East,Distributor,NetBanking,New,0
2024-12-15,ceb0c807,A,Electronics,719.89,494.88,9,15.0,5507.16,1053.24,South,Retail,Card,New,1
2024-10-15,8b1772a5,F,Clothing,145.34,100.43,8,10.0,1046.45,243.01,East,Retail,Cash,New,0
2024-05-25,21af814a,A,Electronics,614.01,371.38,4,5.0,2333.24,847.72,West,Distributor,UPI,New,1
2024-05-25,e2f11c37,E,Clothing,245.61,148.72,8,5.0,1866.64,676.88,East,Distributor,Cash,Returning,1
2024-06-17,5e1862b0,F,Clothing,95.95,69.58,6,10.0,518.13,100.65,West,Online,NetBanking,Returning,0
2024-06-29,634aa027,G,Electronics,365.97,216.26,4,10.0,1317.49,452.45,South,Retail,Cash,New,1
2024-12-21,f351f062,C,Furniture,1421.24,858.09,3,15.0,3624.16,1049.89,South,Online,Card,New,1
2024-02-29,2e739885,G,Electronics,594.35,387.77,9,5.0,5081.69,1591.76,South,Distributor,Cash,Returning,0
2024-05-01,1b74771c,B,Electronics,545.23,392.73,5,5.0,2589.84,626.19,East,Online,UPI,New,0
2024-02-01,6b5a9df9,C,Furniture,1299.59,925.24,3,0.0,3898.77,1123.05,West,Retail,Card,New,0
2024-10-01,601d4daa,G,Electronics,638.48,467.3,7,10.0,4022.42,751.32,West,Retail,Card,Returning,0
2024-08-04,4203d0d0,G,Electronics,880.93,507.23,9,10.0,7135.53,2570.46,East,Retail,NetBanking,New,1
2024-06-20,a9d5187a,A,Electronics,791.63,512.04,3,5.0,2256.15,720.03,North,Retail,NetBanking,New,0
2024-08-29,22379892,F,Clothing,231.0,137.87,3,5.0,658.35,244.74,East,Retail,Card,New,0
2024-11-29,068bd281,G,Electronics,746.06,479.91,8,15.0,5073.21,1233.93,North,Retail,UPI,Returning,0
2024-05-15,d3c5d0ad,D,Furniture,1461.35,814.54,2,5.0,2776.56,1147.48,West,Distributor,NetBanking,New,0
2024-03-09,570f4296,E,Clothing,244.26,160.98,5,10.0,1099.17,294.27,East,Retail,UPI,Returning,1
2024-09-26,7bc8dcbf,G,Electronics,550.41,329.07,10,10.0,4953.69,1662.99,West,Distributor,Card,New,0
2024-08-23,90a81bbc,A,Electronics,388.7,285.65,10,15.0,3303.95,447.45,West,Distributor,UPI,Returning,0
2024-02-07,1c39f405,F,Clothing,107.47,59.4,9,10.0,870.51,335.91,South,Online,Card,New,0
2024-07-19,bf02a060,F,Clothing,226.29,142.01,9,5.0,1934.78,656.69,South,Retail,Card,New,0
2024-02-18,8ae149a3,B,Electronics,274.61,195.36,3,5.0,782.64,196.56,South,Retail,UPI,Returning,1
2024-05-19,ef9e6d88,G,Electronics,578.33,411.85,3,10.0,1561.49,325.94,North,Retail,Card,New,1
2024-06-09,404184c3,B,Electronics,487.66,281.03,7,0.0,3413.62,1446.41,South,Online,Cash,Returning,1
2024-06-26,e5502434,B,Electronics,458.15,304.67,4,15.0,1557.71,339.03,South,Online,Cash,New,0
2024-11-19,2e1e3fe4,B,Electronics,587.04,416.42,3,0.0,1761.12,511.86,North,Online,Card,New,0
2024-05-21,09cd4235,B,Electronics,515.41,324.76,6,0.0,3092.46,1143.9,South,Distributor,Card,Returning,0
2024-10-30,ab838763,F,Clothing,284.54,166.57,8,15.0,1934.87,602.31,South,Online,Card,New,0
2024-07-24,403f436a,D,Furniture,1619.43,1006.79,8,10.0,11659.9,3605.58,South,Distributor,UPI,Returning,0
2024-05-29,9125ba9b,B,Electronics,592.38,339.12,7,15.0,3524.66,1150.82,North,Distributor,Cash,New,0
2024-07-29,9ca73d71,A,Electronics,435.76,259.53,6,15.0,2222.38,665.2,North,Distributor,,New,0
2024-07-22,31e482c7,D,Furniture,1729.24,985.69,7,5.0,11499.45,4599.62,North,Online,UPI,Returning,0
2024-08-09,244a8e0b,C,Furniture,1052.1,788.79,5,15.0,4471.43,527.48,West,Online,NetBanking,New,0
2024-07-06,10dff069,B,Electronics,281.06,206.06,2,5.0,534.01,121.89,East,Retail,Cash,New,1
2024-02-06,b746d124,E,Clothing,290.32,169.72,10,10.0,2612.88,915.68,West,Distributor,Card,Returning,0
2024-10-26,113f070e,G,Electronics,403.72,259.5,3,0.0,1211.16,432.66,North,Retail,UPI,New,1
2024-09-06,70b10579,E,Clothing,376.64,245.05,8,5.0,2862.46,902.06,West,Retail,Card,New,0
2024-09-27,7be8447d,G,Electronics,747.06,498.7,7,0.0,5229.42,1738.52,West,Online,NetBanking,Returning,0
2024-03-13,c3651f52,E,Clothing,381.84,242.6,7,10.0,2405.59,707.39,West,Distributor,NetBanking,Returning,0
2024-02-11,08aa3c88,E,Clothing,276.17,202.97,2,,524.72,118.78,East,Retail,Cash,New,1
2024-07-23,00a9ea37,B,Electronics,522.57,359.75,9,5.0,4467.97,1230.22,West,Retail,Cash,New,0
2024-08-12,5d0b183b,D,Furniture,1492.82,873.29,3,10.0,4030.61,1410.74,South,Retail,Cash,Returning,0
2024-03-14,b2b23b68,F,Clothing,190.29,116.98,8,0.0,1522.32,586.48,South,Distributor,Card,Returning,0
2024-09-04,9c1e93bd,D,Furniture,1596.19,1173.94,5,15.0,6783.81,914.11,West,Retail,NetBanking,New,0
2024-02-10,a3cf9603,G,Electronics,884.56,578.25,2,15.0,1503.75,347.25,North,Online,UPI,New,1
2024-05-19,cbdbd7ca,D,Furniture,1862.09,1386.65,10,5.0,17689.85,3823.35,West,Retail,Card,New,1
2024-06-03,36a70706,A,Electronics,474.27,302.21,6,15.0,2418.78,605.52,South,Online,Card,New,0
2024-08-08,e0551333,F,Clothing,282.32,179.05,1,15.0,239.97,60.92,West,Online,NetBanking,New,0
2024-12-19,2ccde7ad,B,Electronics,574.65,335.23,8,0.0,4597.2,1915.36,West,Online,UPI,New,0
2024-08-01,0735bc81,C,Furniture,626.81,366.89,2,0.0,1253.62,519.84,West,Retail,UPI,New,0
2024-05-09,e501ac1d,C,Furniture,1234.0,772.37,1,0.0,1234.0,461.63,South,Online,NetBanking,Returning,0
2024-01-02,3eeb5a6b,F,Clothing,217.74,142.45,1,10.0,195.97,53.52,East,Retail,NetBanking,Returning,0
2024-07-06,3b715bb3,F,Clothing,189.79,117.64,8,0.0,1518.32,577.2,North,Retail,Card,New,1
2024-07-11,0ee2aecd,E,Clothing,199.14,129.04,4,0.0,796.56,280.4,West,Retail,Card,New,0
2024-01-07,ff86eaee,F,Clothing,168.75,123.99,3,0.0,506.25,134.28,West,Retail,Card,New,1
2024-07-29,a1a7b747,C,Furniture,1418.27,812.49,2,5.0,2694.71,1069.73,North,Online,UPI,Returning,0
2024-01-04,d2d7d608,B,Electronics,584.85,421.54,6,10.0,3158.19,628.95,West,Distributor,Cash,New,0
2024-08-07,3c3d6d66,F,Clothing,90.49,49.93,9,10.0,732.97,283.6,West,Distributor,Cash,Returning,0
2024-09-05,a69869ca,B,Electronics,523.59,376.14,9,10.0,4241.08,855.82,West,Distributor,NetBanking,Returning,0
2024-07-11,cf4a6bea,A,Electronics,625.24,396.02,2,10.0,1125.43,333.39,North,Distributor,Cash,New,0
2024-02-07,a9704858,F,Clothing,250.5,153.39,3,5.0,713.92,253.76,South,Online,Card,Returning,0
2024-07-16,2ac3c983,A,Electronics,712.06,396.72,3,15.0,1815.75,625.59,North,Distributor,NetBanking,New,0
2024-07-19,07f57d0d,C,Furniture,940.82,653.99,1,15.0,799.7,145.71,West,Distributor,Card,Returning,0
2024-03-02,82be12e8,G,Electronics,888.83,549.06,2,10.0,1599.89,501.77,East,Distributor,,Returning,1
2024-11-14,23d6642b,A,Electronics,450.04,298.5,10,15.0,3825.34,840.34,South,Retail,Card,Returning,0
2024-01-25,169395a1,E,Clothing,102.25,59.86,3,5.0,291.41,111.83,East,Retail,UPI,New,0
2024-12-24,163ebf27,C,Furniture,1493.45,828.15,5,5.0,7093.89,2953.14,North,Retail,Cash,Returning,0
2024-08-08,59fe96f0,B,Electronics,586.14,346.84,6,0.0,3516.84,1435.8,South,Online,Cash,Returning,0
2024-08-26,c0e56d77,G,Electronics,545.14,380.02,3,5.0,1553.65,413.59,North,Distributor,,New,0
2024-03-11,10060f59,E,Clothing,337.93,203.97,9,10.0,2737.23,901.5,West,Online,Cash,Returning,0
2024-10-12,8cdb6348,B,Electronics,302.15,176.44,5,15.0,1284.14,401.94,East,Online,Card,New,1
2024-11-16,bd21ae49,B,Electronics,413.43,248.67,3,0.0,1240.29,494.28,South,Distributor,UPI,New,1
2024-09-09,f64ffe7f,C,Furniture,739.98,423.77,10,,7399.8,3162.1,North,Online,UPI,New,0
2024-04-23,534c7dd5,E,Clothing,240.7,156.5,6,10.0,1299.78,360.78,West,Online,UPI,New,0
2024-06-12,2906bf6a,G,Electronics,831.15,594.77,3,15.0,2119.43,335.12,East,Distributor,Card,Returning,0
2024-08-03,fd36fa97,C,Furniture,1129.74,754.58,4,5.0,4293.01,1274.69,East,Distributor,Cash,Returning,1
2024-08-28,9cbc16ea,D,Furniture,1760.15,1103.96,4,5.0,6688.57,2272.73,West,Distributor,NetBanking,Returning,0
2024-04-14,32a0ed4a,C,Furniture,1383.61,783.45,10,0.0,13836.1,6001.6,South,Online,Card,Returning,1
2024-11-25,38690bff,D,Furniture,1711.42,1248.69,9,0.0,15402.78,4164.57,East,Distributor,UPI,New,0
2024-03-06,2f803a42,F,Clothing,145.72,97.59,3,5.0,415.3,122.53,South,Distributor,UPI,New,0
2024-02-06,603ce260,F,Clothing,138.82,76.6,7,0.0,971.74,435.54,North,Distributor,NetBanking,New,0
2024-11-26,502a30a8,F,Clothing,87.05,62.44,7,0.0,609.35,172.27,West,Online,NetBanking,New,0
2024-12-06,c187ff99,E,Clothing,370.44,233.09,5,5.0,1759.59,594.14,West,Retail,Cash,Returning,0
2024-09-22,103b999b,F,Clothing,155.53,109.8,4,5.0,591.01,151.81,North,Online,UPI,Returning,1
2024-10-18,3b93b818,D,Furniture,834.16,613.16,5,15.0,3545.18,479.38,West,Distributor,Cash,Returning,0
2024-05-12,6b583d5d,E,Clothing,344.09,228.04,9,0.0,3096.81,1044.45,South,Retail,Cash,New,1
2024-02-08,cdd5509d,B,Electronics,303.43,175.74,10,5.0,2882.59,1125.19,South,Distributor,NetBanking,New,0
2024-07-04,b156cbe9,G,Electronics,671.87,456.72,1,15.0,571.09,114.37,East,Online,NetBanking,New,0
2024-12-01,9d5da733,E,Clothing,288.01,172.0,6,0.0,1728.06,696.06,East,Distributor,Cash,Returning,1
2024-10-14,0ffd9a79,D,Furniture,1020.72,704.53,1,0.0,1020.72,316.19,South,Online,UPI,Returning,0
2024-12-24,61b9a623,F,Clothing,178.3,109.93,7,10.0,1123.29,353.78,South,Distributor,Cash,New,0
2024-05-24,da0abac0,F,Clothing,91.22,62.37,9,15.0,697.83,136.5,South,Retail,Card,Returning,0
2024-09-12,16c6950e,C,Furniture,703.24,468.3,2,10.0,1265.83,329.23,West,Retail,UPI,Returning,0
2024-04-02,165089ee,A,Electronics,337.77,202.81,7,10.0,2127.95,708.28,East,Online,UPI,New,0
2024-07-24,499df359,E,Clothing,288.93,187.34,3,15.0,736.77,174.75,West,Retail,UPI,New,0
2024-03-19,add10bc8,A,Electronics,477.55,358.09,7,15.0,2841.42,334.79,West,Online,UPI,Returning,0
2024-11-07,bf216edb,F,Clothing,164.32,102.31,10,5.0,1561.04,537.94,North,Retail,NetBanking,Returning,0
2024-11-15,632f11f1,A,Electronics,469.21,329.86,3,0.0,1407.63,418.05,North,Online,Cash,New,0
2024-11-06,99a14865,D,Furniture,1711.41,1155.17,6,5.0,9755.04,2824.02,West,Retail,NetBanking,Returning,0
2024-07-27,3ab842fa,C,Furniture,1014.21,745.48,6,10.0,5476.73,1003.85,East,Distributor,Cash,Returning,1
2024-09-11,7ef761cf,C,Furniture,1481.41,826.58,10,0.0,14814.1,6548.3,East,Retail,Cash,New,0
2024-12-02,8c522fe4,B,Electronics,426.9,304.36,3,15.0,1088.6,175.51,North,Retail,UPI,Returning,0
2024-02-05,e03084cb,E,Clothing,229.13,152.1,10,0.0,2291.3,770.3,East,Online,Card,New,0
2024-11-07,fe975845,A,Electronics,445.28,298.98,1,10.0,400.75,101.77,North,Distributor,Cash,Returning,0
2024-04-13,70ccaf69,D,Furniture,1146.55,639.1,10,10.0,10318.95,3927.95,North,Retail,Card,New,1
2024-04-28,88a812c8,F,Clothing,131.22,93.46,7,15.0,780.76,126.54,South,Retail,Card,New,1
2024-08-07,2027cbb4,B,Electronics,362.5,246.15,2,10.0,652.5,160.2,North,Retail,UPI,New,0
2024-06-02,becc7add,F,Clothing,111.79,71.71,5,10.0,503.06,144.51,West,Online,Cash,New,1
2024-11-05,f075f0d1,C,Furniture,885.07,606.57,2,15.0,1504.62,291.48,South,Distributor,UPI,Returning,0
2024-04-28,c50835d7,C,Furniture,1355.3,931.59,8,0.0,10842.4,3389.68,East,Online,NetBanking,Returning,1
2024-11-06,239c5479,F,Clothing,167.82,94.85,5,5.0,797.14,322.9,North,Online,UPI,New,0
2024-03-02,66bf2bd4,C,Furniture,1251.52,895.97,6,5.0,7133.66,1757.84,West,Retail,NetBanking,Returning,1
2024-08-19,235b11fd,C,Furniture,674.9,422.54,5,10.0,3037.05,924.35,West,Distributor,NetBanking,Returning,0
2024-07-08,8c0f5688,F,Clothing,220.89,145.07,8,10.0,1590.41,429.85,North,Online,UPI,New,0
2024-05-28,d60bf653,E,Clothing,125.44,75.45,1,5.0,119.17,43.72,East,Distributor,Cash,Returning,0
2024-04-19,ab6c6b0f,B,Electronics,492.4,303.36,10,10.0,4431.6,1398.0,East,Online,UPI,New,0
2024-08-29,232e2c4d,D,Furniture,1382.07,1016.18,10,15.0,11747.59,1585.79,West,Distributor,Cash,Returning,0
2024-12-25,b820c163,F,Clothing,129.25,81.4,10,15.0,1098.62,284.62,East,Distributor,,Returning,0
2024-09-09,257071d1,A,Electronics,602.34,340.24,8,15.0,4095.91,1373.99,South,Online,NetBanking,Returning,0
2024-06-27,d8204a84,C,Furniture,1076.3,742.02,6,10.0,5812.02,1359.9,West,Online,Cash,Returning,0
2024-08-25,e8bf6b91,D,Furniture,1942.59,1250.97,4,0.0,7770.36,2766.48,South,Retail,Card,Returning,1
2024-07-24,1c6f37f8,B,Electronics,314.78,213.04,2,5.0,598.08,172.0,East,Retail,Card,New,0
2024-06-17,68ea78c9,E,Clothing,299.37,180.15,10,0.0,2993.7,1192.2,West,Online,Cash,New,0
2024-08-13,f171438d,F,Clothing,170.37,111.61,2,5.0,323.7,100.48,East,Retail,Card,Returning,0
2024-08-20,895b59b5,G,Electronics,500.62,319.08,10,,4505.58,1314.78,East,Online,Card,New,0
2024-07-31,06cdd0e5,C,Furniture,847.84,488.07,9,,6485.98,2093.35,West,Online,Cash,New,0
2024-11-04,398e3d3c,E,Clothing,154.27,96.46,8,5.0,1172.45,400.77,East,Online,UPI,New,0
2024-02-18,7c70b777,F,Clothing,273.51,171.38,5,0.0,1367.55,510.65,East,Distributor,UPI,New,1
2024-02-22,4928333b,F,Clothing,276.1,202.96,3,5.0,786.88,178.01,North,Distributor,UPI,New,0
2024-05-10,4c05cda9,D,Furniture,930.15,585.66,8,10.0,6697.08,2011.8,West,Online,Card,New,0
2024-10-29,4322f39e,A,Electronics,679.85,398.67,6,15.0,3467.24,1075.22,West,Online,Cash,New,0
2024-02-17,9a449ec9,F,Clothing,276.27,182.01,7,15.0,1643.81,369.74,West,Online,Card,New,1
2024-12-09,25a5e4ee,D,Furniture,1397.25,928.45,5,0.0,6986.25,2344.0,East,Online,Card,Returning,0
2024-04-13,c5935171,A,Electronics,413.61,310.17,6,5.0,2357.58,496.56,North,Distributor,UPI,New,1
2024-10-05,cd49fc82,C,Furniture,914.11,598.95,9,10.0,7404.29,2013.74,South,Retail,Cash,New,1
2024-09-30,a1618fcd,D,Furniture,1132.37,683.88,8,5.0,8606.01,3134.97,North,Online,Cash,New,0
2024-08-22,4648599a,E,Clothing,257.66,172.79,8,10.0,1855.15,472.83,West,Retail,Cash,Returning,0
2024-08-02,e34f9005,G,Electronics,658.46,423.66,5,0.0,3292.3,1174.0,South,Retail,UPI,Returning,0
2024-01-21,a9ceb6f9,G,Electronics,420.06,294.52,2,10.0,756.11,167.07,East,Retail,NetBanking,Returning,1
2024-11-29,eacbc88e,D,Furniture,1870.99,1329.19,5,0.0,9354.95,2709.0,East,Retail,Card,New,0
2024-04-01,fc89700b,B,Electronics,584.23,376.99,10,10.0,5258.07,1488.17,South,Online,Cash,Returning,0
2024-11-30,c94a1c28,B,Electronics,583.42,351.67,5,0.0,2917.1,1158.75,East,Online,,New,1
2024-11-28,4db46193,E,Clothing,189.51,118.66,5,5.0,900.17,306.87,West,Online,NetBanking,Returning,0
2024-03-09,aaacd740,E,Clothing,381.95,234.12,2,15.0,649.31,181.07,North,Online,NetBanking,Returning,1
2024-04-12,bf60c2ed,A,Electronics,314.69,186.99,8,5.0,2391.64,895.72,North,Distributor,,New,0
2024-11-22,d88b2c29,E,Clothing,152.6,95.96,2,0.0,305.2,113.28,East,Distributor,NetBanking,Returning,0
2024-10-29,bfccbe63,E,Clothing,363.28,222.45,6,0.0,2179.68,844.98,South,Distributor,Card,Returning,0
2024-12-22,c82a7419,F,Clothing,246.13,162.4,8,5.0,1870.59,571.39,South,Distributor,NetBanking,Returning,1
2024-11-23,bed00c0b,E,Clothing,364.68,234.03,9,10.0,2953.91,847.64,West,Online,UPI,Returning,1
2024-10-09,9079a3a1,D,Furniture,1814.13,1026.37,10,5.0,17234.24,6970.54,South,Distributor,UPI,Returning,0
2024-01-27,574b7020,F,Clothing,273.49,200.08,2,15.0,464.93,64.77,West,Online,Cash,New,1
2024-03-03,ec2ae260,A,Electronics,431.4,296.44,4,0.0,1725.6,539.84,East,Retail,NetBanking,Returning,1
2024-10-06,634cf1e8,B,Electronics,270.63,197.05,1,10.0,243.57,46.52,East,Distributor,,New,1
2024-10-24,54f6432b,E,Clothing,190.16,104.91,9,15.0,1454.72,510.53,North,Retail,Card,New,0
2024-06-16,3139e2fd,A,Electronics,655.35,399.82,4,0.0,2621.4,1022.12,North,Online,UPI,New,1
2024-06-29,11d7b652,A,Electronics,644.86,399.98,10,5.0,6126.17,2126.37,East,Online,Card,Returning,1
2024-11-24,0b77cd1a,A,Electronics,488.29,341.36,5,15.0,2075.23,368.43,West,Online,,Returning,1
2024-11-19,8fae98b9,A,Electronics,510.86,292.67,1,15.0,434.23,141.56,East,Retail,NetBanking,Returning,0
2024-09-14,a0c857c7,G,Electronics,556.6,392.63,4,0.0,2226.4,655.88,East,Distributor,UPI,Returning,1
2024-07-17,cf0afd20,B,Electronics,285.38,192.81,9,15.0,2183.16,447.87,East,Retail,Cash,New,0
2024-04-21,fe2517ea,C,Furniture,1114.69,710.99,2,0.0,2229.38,807.4,West,Retail,Card,Returning,1
2024-05-22,b479afd3,C,Furniture,623.81,386.58,5,15.0,2651.19,718.29,East,Online,Card,Returning,0
2024-07-15,01c5460e,A,Electronics,467.94,341.75,4,15.0,1591.0,224.0,South,Online,NetBanking,Returning,0
2024-05-20,edfb3707,B,Electronics,570.24,341.76,2,0.0,1140.48,456.96,East,Online,NetBanking,Returning,0
2024-08-31,bc08ec87,A,Electronics,630.89,444.18,3,10.0,1703.4,370.86,East,Distributor,NetBanking,Returning,1
2024-04-08,344c6d7f,G,Electronics,464.55,303.67,2,0.0,929.1,321.76,East,Retail,Cash,New,0
2024-04-07,19edc34e,E,Clothing,326.51,211.29,8,0.0,2612.08,921.76,North,Retail,UPI,New,1
2024-09-27,8e8c74d9,A,Electronics,790.99,497.05,5,15.0,3361.71,876.46,West,Retail,UPI,New,0
2024-08-21,145409b5,E,Clothing,291.03,169.76,7,5.0,1935.35,747.03,South,Distributor,UPI,New,0
2024-07-25,9772a6a8,D,Furniture,1958.03,1094.04,8,5.0,14881.03,6128.71,North,Online,Cash,New,0
2024-05-12,c87926cd,B,Electronics,412.87,234.48,6,10.0,2229.5,822.62,South,Distributor,NetBanking,Returning,1
2024-07-25,d5a382ce,G,Electronics,524.08,295.55,1,15.0,445.47,149.92,South,Online,Card,Returning,0
2024-01-27,11f49063,E,Clothing,373.06,211.54,8,10.0,2686.03,993.71,North,Distributor,NetBanking,New,1
2024-02-24,0d951424,A,Electronics,353.79,265.13,5,5.0,1680.5,354.85,South,Distributor,UPI,Returning,1
2024-07-20,efcec353,F,Clothing,298.77,201.26,5,5.0,1419.16,412.86,North,Distributor,Cash,Returning,1
2024-10-23,26e1cb1b,G,Electronics,658.88,408.06,2,10.0,1185.98,369.86,North,Retail,Cash,Returning,0
2024-09-05,2563d8e3,B,Electronics,595.38,404.52,7,0.0,4167.66,1336.02,East,Online,UPI,New,0
2024-08-31,e2916a54,F,Clothing,128.6,87.95,3,,366.51,102.66,East,Online,Cash,New,1
2024-11-04,3e68c035,C,Furniture,1044.49,732.45,2,10.0,1880.08,415.18,North,Distributor,UPI,Returning,0
2024-07-08,c375e9c1,F,Clothing,126.0,88.26,2,0.0,252.0,75.48,North,Online,Cash,Returning,0
2024-07-26,fbcc950a,B,Electronics,461.61,333.72,6,5.0,2631.18,628.86,North,Online,NetBanking,New,0
2024-06-28,36448880,D,Furniture,1120.2,785.03,1,15.0,952.17,167.14,North,Online,UPI,New,0
2024-06-27,f17372c9,B,Electronics,263.03,167.84,2,5.0,499.76,164.08,North,Online,Cash,New,0
2024-01-16,1b688efc,D,Furniture,909.58,519.88,4,15.0,3092.57,1013.05,East,Retail,NetBanking,Returning,0
2024-06-27,9cc5d8ba,D,Furniture,1441.47,864.76,8,15.0,9802.0,2883.92,North,Online,NetBanking,Returning,0
2024-09-14,a3b70c2c,C,Furniture,837.64,627.83,3,15.0,2135.98,252.49,East,Retail,UPI,Returning,1
2024-04-08,6a3374a8,B,Electronics,420.87,241.02,4,15.0,1430.96,466.88,North,Distributor,Card,Returning,0
2024-02-29,f47d737b,C,Furniture,1169.78,661.85,4,15.0,3977.25,1329.85,East,Online,Card,New,0
